"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LLC_BI__Product_Type__c","LLC_BI__Is_Booked__c","LLC_BI__Stage__c","LLC_BI__Stage_and_Status__c","LLC_BI__Status__c","LLC_BI__lookupKey__c","LLC_BI__Is_Closed__c","LLC_BI__External_Stage_Order__c","LLC_BI__External_Stage__c","LLC_BI__Is_Excluded_From_Stage_Duration__c","Product_Line_Name__c","LLC_BI__Is_Ready_To_Transmit__c","LLC_BI__Activate__c","LLC_BI__Is_Covenant__c","AutorabitExtId__c"
"a1b5w00000DCTw9AAH","","P-0000000961","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Approval / Loan Committee","","Withdrawn","389581053776753671","false","4.0","Application","false","","false","false","false","a1b4T000000PI74QAG"
"a1b5w00000DCTwAAAX","","P-0000000962","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Approval / Loan Committee","","Withdrawn","413880130202934080","false","4.0","Application","false","","false","false","false","a1b4T000000PI75QAG"
"a1b5w00000DCTwBAAX","","P-0000000963","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Approval / Loan Committee","","Withdrawn","762656797484638981","false","4.0","Application","false","","false","false","false","a1b4T000000PI76QAG"
"a1b5w00000DCTwCAAX","","P-0000000964","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Approval / Loan Committee","","Withdrawn","171988707403243001","false","4.0","Application","false","","false","false","false","a1b4T000000PI77QAG"
"a1b5w00000DCTwDAAX","","P-0000000965","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Approval / Loan Committee","","Withdrawn","976263091226255247","false","4.0","Application","false","","false","false","false","a1b4T000000PI78QAG"
"a1b5w00000DCTwEAAX","","P-0000000966","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Processing","","Declined","267050819514659363","false","5.0","Processing","false","","false","false","false","a1b4T000000PI79QAG"
"a1b5w00000DCTwFAAX","","P-0000000967","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Processing","","Declined","161549709260717813","false","5.0","Processing","false","","false","false","false","a1b4T000000PI7AQAW"
"a1b5w00000DCTwGAAX","","P-0000000968","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Processing","","Declined","622302673428758290","false","5.0","Processing","false","","false","false","false","a1b4T000000PI7BQAW"
"a1b5w00000DCTwHAAX","","P-0000000969","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Processing","","Declined","322028407114933629","false","5.0","Processing","false","","false","false","false","a1b4T000000PI7CQAW"
"a1b5w00000DCTwIAAX","","P-0000000970","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Processing","","Declined","804762030298512377","false","5.0","Processing","false","","false","false","false","a1b4T000000PI7DQAW"
"a1b5w00000DCTwJAAX","","P-0000000971","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Processing","","Lost","830117164126534535","false","5.0","Processing","false","","false","false","false","a1b4T000000PI7EQAW"
"a1b5w00000DCTwKAAX","","P-0000000972","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Processing","","Lost","364880909412659479","false","5.0","Processing","false","","false","false","false","a1b4T000000PI7FQAW"
"a1b5w00000DCTwLAAX","","P-0000000973","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Processing","","Lost","244169889125794040","false","5.0","Processing","false","","false","false","false","a1b4T000000PI7GQAW"
"a1b5w00000DCTwMAAX","","P-0000000974","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Processing","","Lost","241761386886751521","false","5.0","Processing","false","","false","false","false","a1b4T000000PI7HQAW"
"a1b5w00000DCTwNAAX","","P-0000000975","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Processing","","Lost","500366793478500701","false","5.0","Processing","false","","false","false","false","a1b4T000000PI7IQAW"
"a1b5w00000DCTwOAAX","","P-0000000976","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Processing","","Open","358606588800296116","false","5.0","Processing","false","","false","false","false","a1b4T000000PI7JQAW"
"a1b5w00000DCTwPAAX","","P-0000000977","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Processing","","Open","236728414408079849","false","5.0","Processing","false","","false","false","false","a1b4T000000PI7KQAW"
"a1b5w00000DCTwQAAX","","P-0000000978","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Processing","","Open","891063163024304481","false","5.0","Processing","false","","false","false","false","a1b4T000000PI7LQAW"
"a1b5w00000DCTwRAAX","","P-0000000979","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Processing","","Open","626931166779363311","false","5.0","Processing","false","","false","false","false","a1b4T000000PI7MQAW"
"a1b5w00000DCTwSAAX","","P-0000000980","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Processing","","Open","509400867088539691","false","5.0","Processing","false","","false","false","false","a1b4T000000PI7NQAW"
"a1b5w00000DCTwTAAX","","P-0000000981","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Processing","","Withdrawn","818561926713981071","false","5.0","Processing","false","","false","false","false","a1b4T000000PI7OQAW"
"a1b5w00000DCTwUAAX","","P-0000000982","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Processing","","Withdrawn","803186813748381962","false","5.0","Processing","false","","false","false","false","a1b4T000000PI7PQAW"
"a1b5w00000DCTwVAAX","","P-0000000983","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Processing","","Withdrawn","511446644951840963","false","5.0","Processing","false","","false","false","false","a1b4T000000PI7QQAW"
"a1b5w00000DCTwWAAX","","P-0000000984","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Processing","","Withdrawn","388858239279898979","false","5.0","Processing","false","","false","false","false","a1b4T000000PI7RQAW"
"a1b5w00000DCTwXAAX","","P-0000000985","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Processing","","Withdrawn","719741262589165344","false","5.0","Processing","false","","false","false","false","a1b4T000000PI7SQAW"
"a1b5w00000DCTwYAAX","","P-0000000986","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Doc Prep","","Declined","406562458597845911","false","6.0","Processing","false","","false","false","false","a1b4T000000PI7TQAW"
"a1b5w00000DCTwZAAX","","P-0000000987","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Doc Prep","","Declined","244957671293673838","false","6.0","Processing","false","","false","false","false","a1b4T000000PI7UQAW"
"a1b5w00000DCTwaAAH","","P-0000000988","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Doc Prep","","Declined","746917643494857539","false","6.0","Processing","false","","false","false","false","a1b4T000000PI7VQAW"
"a1b5w00000DCTwbAAH","","P-0000000989","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Doc Prep","","Declined","301807701685038283","false","6.0","Processing","false","","false","false","false","a1b4T000000PI7WQAW"
"a1b5w00000DCTwcAAH","","P-0000000990","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Doc Prep","","Declined","878981775702501128","false","6.0","Processing","false","","false","false","false","a1b4T000000PI7XQAW"
"a1b5w00000DCTwdAAH","","P-0000000991","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Doc Prep","","Lost","904097562134820628","false","6.0","Processing","false","","false","false","false","a1b4T000000PI7YQAW"
"a1b5w00000DCTweAAH","","P-0000000992","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Doc Prep","","Lost","589831986481630220","false","6.0","Processing","false","","false","false","false","a1b4T000000PI7ZQAW"
"a1b5w00000DCTwfAAH","","P-0000000993","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Doc Prep","","Lost","157561553199873209","false","6.0","Processing","false","","false","false","false","a1b4T000000PI7aQAG"
"a1b5w00000DCTwgAAH","","P-0000000994","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Doc Prep","","Lost","109219921706780898","false","6.0","Processing","false","","false","false","false","a1b4T000000PI7bQAG"
"a1b5w00000DCTwhAAH","","P-0000000995","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Doc Prep","","Lost","539522045446574136","false","6.0","Processing","false","","false","false","false","a1b4T000000PI7cQAG"
"a1b5w00000DCTwiAAH","","P-0000000996","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Doc Prep","","Open","206378062840371384","false","6.0","Processing","false","","false","false","false","a1b4T000000PI7dQAG"
"a1b5w00000DCTwjAAH","","P-0000000997","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Doc Prep","","Open","059608083791661563","false","6.0","Processing","false","","false","false","false","a1b4T000000PI7eQAG"
"a1b5w00000DCTwkAAH","","P-0000000998","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Doc Prep","","Open","524169027949466902","false","6.0","Processing","false","","false","false","false","a1b4T000000PI7fQAG"
"a1b5w00000DCTwlAAH","","P-0000000999","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Doc Prep","","Open","363069623745490203","false","6.0","Processing","false","","false","false","false","a1b4T000000PI7gQAG"
"a1b5w00000DCTwmAAH","","P-0000001000","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Doc Prep","","Open","880572221628686358","false","6.0","Processing","false","","false","false","false","a1b4T000000PI7hQAG"
"a1b5w00000DCTwnAAH","","P-0000001001","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Doc Prep","","Withdrawn","790215053862142015","false","6.0","Processing","false","","false","false","false","a1b4T000000PI7iQAG"
"a1b5w00000DCTwoAAH","","P-0000001002","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Doc Prep","","Withdrawn","406384398402269380","false","6.0","Processing","false","","false","false","false","a1b4T000000PI7jQAG"
"a1b5w00000DCTwpAAH","","P-0000001003","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Doc Prep","","Withdrawn","487887526130346544","false","6.0","Processing","false","","false","false","false","a1b4T000000PI7kQAG"
"a1b5w00000DCTwqAAH","","P-0000001004","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Doc Prep","","Withdrawn","793086765397175156","false","6.0","Processing","false","","false","false","false","a1b4T000000PI7lQAG"
"a1b5w00000DCTwrAAH","","P-0000001005","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Doc Prep","","Withdrawn","317833787427143078","false","6.0","Processing","false","","false","false","false","a1b4T000000PI7mQAG"
"a1b5w00000DCTwsAAH","","P-0000001006","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Doc Review","","Declined","344938208585722568","false","7.0","Processing","false","","false","false","false","a1b4T000000PI7nQAG"
"a1b5w00000DCTwtAAH","","P-0000001007","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Doc Review","","Declined","145483985576296199","false","7.0","Processing","false","","false","false","false","a1b4T000000PI7oQAG"
"a1b5w00000DCTwuAAH","","P-0000001008","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Doc Review","","Declined","886900449931164198","false","7.0","Processing","false","","false","false","false","a1b4T000000PI7pQAG"
"a1b5w00000DCTwvAAH","","P-0000001009","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Doc Review","","Declined","100651921075884571","false","7.0","Processing","false","","false","false","false","a1b4T000000PI7qQAG"
"a1b5w00000DCTwwAAH","","P-0000001010","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Doc Review","","Declined","861692297236339832","false","7.0","Processing","false","","false","false","false","a1b4T000000PI7rQAG"
"a1b5w00000DCTwxAAH","","P-0000001011","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Doc Review","","Lost","292041632321774990","false","7.0","Processing","false","","false","false","false","a1b4T000000PI7sQAG"
"a1b5w00000DCTwyAAH","","P-0000001012","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Doc Review","","Lost","536342651594113705","false","7.0","Processing","false","","false","false","false","a1b4T000000PI7tQAG"
"a1b5w00000DCTwzAAH","","P-0000001013","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Doc Review","","Lost","985134240956566159","false","7.0","Processing","false","","false","false","false","a1b4T000000PI7uQAG"
"a1b5w00000DCTx0AAH","","P-0000001014","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Doc Review","","Lost","836511851532347563","false","7.0","Processing","false","","false","false","false","a1b4T000000PI7vQAG"
"a1b5w00000DCTx1AAH","","P-0000001015","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Doc Review","","Lost","975158476468653369","false","7.0","Processing","false","","false","false","false","a1b4T000000PI7wQAG"
"a1b5w00000DCTx2AAH","","P-0000001016","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Doc Review","","Open","128986160842470671","false","7.0","Processing","false","","false","false","false","a1b4T000000PI7xQAG"
"a1b5w00000DCTx3AAH","","P-0000001017","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Doc Review","","Open","331969953965766778","false","7.0","Processing","false","","false","false","false","a1b4T000000PI7yQAG"
"a1b5w00000DCTx4AAH","","P-0000001018","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Doc Review","","Open","857646084909151191","false","7.0","Processing","false","","false","false","false","a1b4T000000PI7zQAG"
"a1b5w00000DCTx5AAH","","P-0000001019","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Doc Review","","Open","627058536778958250","false","7.0","Processing","false","","false","false","false","a1b4T000000PI80QAG"
"a1b5w00000DCTx6AAH","","P-0000001020","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Doc Review","","Open","847717941382520567","false","7.0","Processing","false","","false","false","false","a1b4T000000PI81QAG"
"a1b5w00000DCTx7AAH","","P-0000001021","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Doc Review","","Withdrawn","120768493437305648","false","7.0","Processing","false","","false","false","false","a1b4T000000PI82QAG"
"a1b5w00000DCTx8AAH","","P-0000001022","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Doc Review","","Withdrawn","445248980432554343","false","7.0","Processing","false","","false","false","false","a1b4T000000PI83QAG"
"a1b5w00000DCTx9AAH","","P-0000001023","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Doc Review","","Withdrawn","141559009825093373","false","7.0","Processing","false","","false","false","false","a1b4T000000PI84QAG"
"a1b5w00000DCTxAAAX","","P-0000001024","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Doc Review","","Withdrawn","034089378616549854","false","7.0","Processing","false","","false","false","false","a1b4T000000PI85QAG"
"a1b5w00000DCTxBAAX","","P-0000001025","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Doc Review","","Withdrawn","291669471235491166","false","7.0","Processing","false","","false","false","false","a1b4T000000PI86QAG"
"a1b5w00000DCTxCAAX","","P-0000001026","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Closing","","Declined","023616183826319829","true","8.0","Closing","false","","false","false","false","a1b4T000000PI87QAG"
"a1b5w00000DCTxDAAX","","P-0000001027","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Closing","","Declined","121971558705299848","true","8.0","Closing","false","","false","false","false","a1b4T000000PI88QAG"
"a1b5w00000DCTxEAAX","","P-0000001028","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Closing","","Declined","534718917779285813","true","8.0","Closing","false","","false","false","false","a1b4T000000PI89QAG"
"a1b5w00000DCTxFAAX","","P-0000001029","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Closing","","Declined","696199312698585758","true","8.0","Closing","false","","false","false","false","a1b4T000000PI8AQAW"
"a1b5w00000DCTxGAAX","","P-0000001030","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Closing","","Declined","194016289755186698","true","8.0","Closing","false","","false","false","false","a1b4T000000PI8BQAW"
"a1b5w00000DCTxHAAX","","P-0000001031","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Closing","","Lost","563000402188842306","true","8.0","Closing","false","","false","false","false","a1b4T000000PI8CQAW"
"a1b5w00000DCTxIAAX","","P-0000001032","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Closing","","Lost","355741816504572736","true","8.0","Closing","false","","false","false","false","a1b4T000000PI8DQAW"
"a1b5w00000DCTxJAAX","","P-0000001033","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","true","Closing","","Lost","636437274505058405","false","8.0","Closing","false","","false","false","false","a1b4T000000PI8EQAW"
"a1b5w00000DCTxKAAX","","P-0000001034","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Closing","","Lost","669333728921336564","true","8.0","Closing","false","","false","false","false","a1b4T000000PI8FQAW"
"a1b5w00000DCTxLAAX","","P-0000001035","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Closing","","Lost","517960884267533787","true","8.0","Closing","false","","false","false","false","a1b4T000000PI8GQAW"
"a1b5w00000DCTxMAAX","","P-0000001036","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Closing","","Open","749735184262741629","true","8.0","Closing","false","","false","false","false","a1b4T000000PI8HQAW"
"a1b5w00000DCTxNAAX","","P-0000001037","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Closing","","Open","590037730523295833","true","8.0","Closing","false","","false","false","false","a1b4T000000PI8IQAW"
"a1b5w00000DCTxOAAX","","P-0000001038","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Closing","","Open","031620226470319650","true","8.0","Closing","false","","false","false","false","a1b4T000000PI8JQAW"
"a1b5w00000DCTxPAAX","","P-0000001039","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Closing","","Open","605547178069148122","true","8.0","Closing","false","","false","false","false","a1b4T000000PI8KQAW"
"a1b5w00000DCTxQAAX","","P-0000001040","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Closing","","Open","689562536368705023","true","8.0","Closing","false","","false","false","false","a1b4T000000PI8LQAW"
"a1b5w00000DCTxRAAX","","P-0000001041","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Closing","","Withdrawn","176000663668589731","true","8.0","Closing","false","","false","false","false","a1b4T000000PI8MQAW"
"a1b5w00000DCTxSAAX","","P-0000001042","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Closing","","Withdrawn","094895923299749647","true","8.0","Closing","false","","false","false","false","a1b4T000000PI8NQAW"
"a1b5w00000DCTxTAAX","","P-0000001043","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Closing","","Withdrawn","417402573083870595","true","8.0","Closing","false","","false","false","false","a1b4T000000PI8OQAW"
"a1b5w00000DCTxUAAX","","P-0000001044","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:13.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Closing","","Withdrawn","693332984495434339","true","8.0","Closing","false","","false","false","false","a1b4T000000PI8PQAW"
